titulo,data,diario_pdf
Diário Nº 52 (22 - 12 - 2017) - Extra,22/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1621/arquivos/pub07112018123937.pdf
Diário Nº 52B (27 - 12 - 2017) - Extra,27/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1622/arquivos/pub07112018124019.pdf
Diário Nº 50A (11 - 12 - 2017) - Extra,11/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1615/arquivos/pub07112018123532.pdf
Diário Nº 50B (12 - 12 - 2017) - Extra,12/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1616/arquivos/pub07112018123610.pdf
Diário Nº 50C (13 - 12 - 2017) - Extra,13/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1617/arquivos/pub07112018123648.pdf
Diário Nº 49B (07 - 12 - 2017) - Extra,07/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1613/arquivos/pub07112018123415.pdf
Diário Nº 50 (08 - 12 - 2017),08/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1614/arquivos/file_2019061116498HAk.pdf
Diário Nº48 (24 - 11 - 2017),24/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1609/arquivos/pub07112018122117.pdf
Diário Nº48A (29 - 11 - 2017) - Extra,29/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1606/arquivos/pub07112018121148.pdf
Diário Nº48B (30 - 11 - 2017) - Extra,30/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1610/arquivos/pub07112018122151.pdf
Diário Nº 49 (01 - 12 - 2017),01/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1611/arquivos/pub07112018123226.pdf
Diário Nº 49A (06 - 12 - 2017) - Extra,06/12/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1612/arquivos/pub07112018123323.pdf
Diário Nº46A (13 - 11 - 2017) - Extra,13/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1708/arquivos/pub21112018102959.pdf
Diário Nº47 (17 - 11 - 2017),17/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1604/arquivos/pub07112018120729.pdf
Diário Nº47A (20 - 11 - 2017) - Extra,20/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1605/arquivos/pub07112018120816.pdf
Diário Nº47B (21 - 11 - 2017) - Extra,21/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1607/arquivos/pub07112018122008.pdf
Diário Nº47C (22 - 11 - 2017) - Extra,22/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1608/arquivos/pub07112018122045.pdf
Diário Nº45 (03 - 11 - 2017),03/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1625/arquivos/pub09112018115522.pdf
Diário Nº45A (06 - 11 - 2017) - Extra,06/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1601/arquivos/pub07112018120257.pdf
Diário Nº45B (08 - 11 - 2017) - Extra,08/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1602/arquivos/pub07112018120431.pdf
Diário Nº45C (09-11-2017) - Extra,09/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2162/arquivos/file_201906110956pkRQ.pdf
Diário Nº46 (10 - 11 - 2017),10/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1603/arquivos/pub07112018120526.pdf
Diário Nº 43A (24 - 10 - 2017) - Extra,24/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1596/arquivos/pub07112018113655.pdf
Diário Nº 43B (25 - 10 - 2017) - Extra,25/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1597/arquivos/pub07112018113739.pdf
Diário Nº 44A (30 - 10 - 2017) - Extra,30/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1598/arquivos/pub07112018113837.pdf
Diário Nº 44B (31 - 10 - 2017) - Extra,31/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1599/arquivos/file_202001101514f6Gm.pdf
Diário Nº44C (01 - 11 - 2017) - Extra,01/11/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1600/arquivos/pub07112018120203.pdf
Diário Nº 42 (13 - 10 - 2017),13/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1591/arquivos/pub07112018113233.pdf
Diário Nº 42A (17 - 10 - 2017) - Extra ,17/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1592/arquivos/pub07112018113318.pdf
Diário Nº 42B (18 - 10 - 2017) - Extra,18/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1593/arquivos/pub07112018113421.pdf
Diário Nº 42C (19 - 10 - 2017) - Extra,19/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1594/arquivos/pub07112018113515.pdf
Diário Nº 43 (20 - 10 - 2017),20/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1595/arquivos/pub07112018113602.pdf
Diário Nº 40B (04 - 10 - 2017) - Extra,04/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1586/arquivos/pub07112018112025.pdf
Diário Nº 41 (06 - 10 - 2017),06/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1587/arquivos/pub07112018112136.pdf
Diário Nº 41A (09 - 10 - 2017) - Extra,09/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1588/arquivos/pub07112018113021.pdf
Diário Nº 41B (10 - 10 - 2017) - Extra,10/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1589/arquivos/pub07112018113054.pdf
Diário Nº 41C (11 - 10 - 2017) - Extra,11/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1590/arquivos/pub07112018113131.pdf
Diário Nº 39 (22 - 09 - 2017),22/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1938/arquivos/pub13122018150735.pdf
Diário Nº 39A (27 - 09 - 2017) - Extra,27/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1939/arquivos/pub13122018150834.pdf
Diário Nº 39B (28 - 09 - 2017) - Extra,28/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1940/arquivos/pub13122018150905.pdf
Diário Nº 40 (29 - 09 - 2017),29/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1584/arquivos/pub07112018102855.pdf
Diário Nº 40A (03 - 10 - 2017) - Extra,03/10/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1585/arquivos/pub07112018111737.pdf
Diário Nº 37B (13 - 09 - 2017) - Extra,13/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1579/arquivos/pub07112018101539.pdf
Diário Nº 37C (14 - 09 - 2017) - Extra,14/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1580/arquivos/pub07112018101622.pdf
Diário Nº 38 (15 - 09 - 2017),15/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1581/arquivos/pub07112018101723.pdf
Diário Nº 38A (18 - 09 - 2017) - Extra,18/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1582/arquivos/pub07112018101910.pdf
Diário Nº 38B (19 - 09 - 2017) - Extra,19/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1583/arquivos/pub07112018102122.pdf
Diário Nº 36A (04 - 09 - 2017) - Extra,04/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1574/arquivos/pub07112018100521.pdf
Diário Nº 36B (05 - 09 - 2017) - Extra,05/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1576/arquivos/pub07112018101303.pdf
Diário Nº 36C (06 - 09 - 2017) - Extra,06/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1575/arquivos/pub07112018101104.pdf
Diário Nº 37 (08 - 09 - 2017),08/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1577/arquivos/pub07112018101403.pdf
Diário Nº 37A (12 - 09 - 2017) - Extra,12/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1578/arquivos/pub07112018101501.pdf
Diário Nº 34A (21 - 08 - 2017) - Extra,21/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1569/arquivos/pub07112018091324.pdf
Diário Nº 35 (25 - 08 - 2017),25/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1570/arquivos/pub07112018091430.pdf
Diário Nº 35A (29 - 08 - 2017) - Extra,29/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1571/arquivos/pub07112018091810.pdf
Diário Nº 35B (31 - 08 - 2017) - Extra,31/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1572/arquivos/pub07112018091855.pdf
Diário Nº 36 (01 - 09 - 2017),01/09/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1573/arquivos/pub07112018100228.pdf
Diário Nº 33 (11 - 08 - 2017),11/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1565/arquivos/pub07112018090644.pdf
Diário Nº 33A (15 - 08 - 2017) - Extra,15/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1564/arquivos/pub07112018090413.pdf
Diário Nº 33B (16 - 08 - 2017) - Extra,16/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1566/arquivos/pub07112018090920.pdf
Diário Nº 33C (17 - 08 - 2017) - Extra,17/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1567/arquivos/pub07112018091100.pdf
Diário Nº 34 (18 - 08 - 2017),18/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1568/arquivos/pub07112018091159.pdf
Diário Nº 30D (27 - 07 - 2017) - Extra,27/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1559/arquivos/pub06112018115636.pdf
Diário Nº 31 (28 - 07 - 2017),28/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1560/arquivos/pub06112018115735.pdf
Diário Nº 31A (02 - 08 - 2017),02/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1562/arquivos/pub07112018084440.pdf
Diário Nº 31B (03 - 08 - 2017),03/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/2278/arquivos/file_202001091143PhNe.pdf
Diário Nº 32 (04 - 08 - 2017),04/08/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1563/arquivos/pub07112018085131.pdf
Diário Nº 29A (17 - 07 - 2017) - Extra,17/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1554/arquivos/pub06112018115158.pdf
Diário Nº 30 (21 - 07 - 2017),21/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1555/arquivos/pub22112018175647.pdf
Diário Nº 30A (24 - 07 - 2017) - Extra,24/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1556/arquivos/pub06112018115355.pdf
Diário Nº 30B (25 - 07 - 2017) - Extra,25/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1557/arquivos/pub06112018115456.pdf
Diário Nº 30C (26 - 07 - 2017) - Extra,26/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1558/arquivos/pub06112018115546.pdf
Diário Nº 27A (04 - 07 - 2017) - Extra,04/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1550/arquivos/pub06112018112205.pdf
Diário Nº 27B (06 - 07 - 2017) - Extra,06/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1549/arquivos/pub06112018112011.pdf
Diário Nº 28 (07 - 07 - 2017),07/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1551/arquivos/pub06112018112304.pdf
Diário Nº 28A (11 - 07 - 2017) - Extra,11/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1552/arquivos/pub06112018114220.pdf
Diário Nº 29 (14 - 07 - 2017),14/07/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1553/arquivos/pub06112018114518.pdf
Diário Nº 25 (16 - 06 - 2017),16/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1546/arquivos/pub06112018105720.pdf
Diário Nº 25A (20 - 06 - 2017) - Extra,20/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1547/arquivos/pub06112018105919.pdf
Diário Nº 25B (21 - 06 - 2017) - Extra,21/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1548/arquivos/pub06112018110114.pdf
Diário Nº 26 (23 - 06 - 2017),23/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1936/arquivos/pub13122018145111.pdf
Diário Nº 27 (30 - 06 - 2017),30/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1937/arquivos/pub13122018145141.pdf
Diário Nº 23 (02 - 06 - 2017),02/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1541/arquivos/pub06112018104816.pdf
Diário Nº 23A (05 - 06 - 2017) - Extra,05/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1542/arquivos/pub06112018105000.pdf
Diário Nº 24 (09 - 06 - 2017),09/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1543/arquivos/pub06112018105116.pdf
Diário Nº 24A (12 - 06 - 2017) - Extra,12/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1544/arquivos/pub06112018105441.pdf
Diário Nº 24B (14 - 06 - 2017) - Extra,14/06/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1545/arquivos/pub06112018105610.pdf
Diário Nº 20C (18 - 05 - 2017) - Extra,18/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1536/arquivos/pub06112018094812.pdf
Diário Nº 21 (19 - 05 - 2017),19/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1537/arquivos/pub06112018095414.pdf
Diário Nº 21A (24 - 05 - 2017) - Extra,24/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1538/arquivos/pub06112018095851.pdf
Diário Nº 22 (26 - 05 - 2017),26/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1539/arquivos/pub06112018100214.pdf
Diário Nº 22A (30 - 05 - 2017) - Extra,30/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1540/arquivos/pub06112018100405.pdf
Diário Nº 19B (10 - 05 - 2017) - Extra,10/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1531/arquivos/pub05112018102231.pdf
Diário Nº 19C (11 - 05 -2017),11/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1532/arquivos/pub05112018102749.pdf
Diário Nº 20 (12 - 05 - 2017),12/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1533/arquivos/pub05112018103050.pdf
Diário Nº 20A (16 - 05 - 2017) - Extra,16/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1534/arquivos/pub05112018103312.pdf
Diário Nº 20B (17 - 05 - 2017) - Extra,17/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1535/arquivos/pub06112018094542.pdf
Diário Nº 17C (27 - 04 - 2017) - Extra,27/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1935/arquivos/pub13122018143214.pdf
Diário Nº 18 (28 - 04 -2017),28/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1527/arquivos/pub01112018130351.pdf
Diário Nº 18A (03 - 05 - 2017) - Extra,03/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1528/arquivos/pub05112018101605.pdf
Diário Nº 19 (05 - 05 - 2017),05/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1529/arquivos/pub05112018101847.pdf
Diário Nº 19A (09 - 05 - 2017) - Extra,09/05/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1530/arquivos/pub05112018101926.pdf
Diário Nº 16B (18 - 04 - 2017) - Extra,18/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1525/arquivos/pub01112018125101.pdf
Diário Nº 16C (19 - 04 - 2017) - Extra,19/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1526/arquivos/pub01112018125246.pdf
Diário Nº 17 (20 - 04 -2017),20/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1932/arquivos/pub13122018142843.pdf
Diário Nº 17A (24 - 04 - 2017) - Extra,24/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1933/arquivos/pub13122018142940.pdf
Diário Nº 17B (26 - 04 - 2017) - Extra,26/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1934/arquivos/pub13122018143033.pdf
Diário Nº 15 (07 - 04 -2017),07/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1520/arquivos/pub01112018122829.pdf
Diário Nº 15A (10 - 04 - 2017) - Extra,10/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1521/arquivos/pub01112018122937.pdf
Diário Nº 15B (11 - 04 - 2017) - Extra,11/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1522/arquivos/pub01112018123057.pdf
Diário Nº 16 (14 - 04 - 2017) - Extra,14/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1523/arquivos/pub01112018124823.pdf
Diário Nº 16A (17 - 04 -2017),17/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1524/arquivos/pub01112018124911.pdf
Diário Nº 13B (28 - 03 - 2017) - Extra,28/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1515/arquivos/pub31102018123239.pdf
Diário Nº 13C (29 - 03 - 2017) - Extra,29/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1516/arquivos/pub31102018123315.pdf
Diário Nº 14 (30 - 03 -2017),30/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1517/arquivos/pub31102018123425.pdf
Diário Nº 14A (03 - 04 - 2017) - Extra,03/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1518/arquivos/pub01112018122449.pdf
Diário Nº 14B (04 - 04 - 2017) - Extra,04/04/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1519/arquivos/pub01112018122654.pdf
Diário Nº 11 (10 - 03 -2017),10/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1510/arquivos/pub31102018122905.pdf
Diário Nº 12 (17 - 03 -2017),17/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1511/arquivos/pub31102018123000.pdf
Diário Nº 12A (21 - 03 - 2017) - Extra,21/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1512/arquivos/pub31102018123034.pdf
Diário Nº 13 (24 - 03 -2017),24/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1513/arquivos/pub31102018123114.pdf
Diário Nº 13A (27 - 03 - 2017) - Extra,27/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1514/arquivos/pub31102018123204.pdf
Diário Nº 09 (24 - 02 -2017),24/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1504/arquivos/pub30102018161013.pdf
Diário Nº 10 (03 - 03 -2017),03/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1506/arquivos/pub31102018121923.pdf
Diário Nº 10A (07 - 03 - 2017) - Extra,07/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1507/arquivos/pub31102018122156.pdf
Diário Nº 10B (08 - 03 - 2017) - Extra,08/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1508/arquivos/pub31102018122625.pdf
Diário Nº 10C (09 - 03 -2017) - Extra,09/03/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1509/arquivos/pub31102018122809.pdf
Diário Nº 08 (17 - 02 -2017),17/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1499/arquivos/pub30102018160516.pdf
Diário Nº 08A (20 - 02 -2017) - Extra,20/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1500/arquivos/pub30102018160614.pdf
Diário Nº 08B (21 - 02 -2017) - Extra,21/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1501/arquivos/pub30102018160647.pdf
Diário Nº 08C (22 - 02 -2017) - Extra,22/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1502/arquivos/pub30102018160737.pdf
Diário Nº 08D (23 - 02 -2017) - Extra,23/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1503/arquivos/pub30102018160831.pdf
Diário Nº 06B (08 - 02 -2017) - Extra,08/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1494/arquivos/pub30102018160128.pdf
Diário Nº 06C (09 - 02 -2017) - Extra,09/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1495/arquivos/pub30102018160232.pdf
Diário Nº 07 (10 - 02 -2017),10/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1496/arquivos/pub30102018160310.pdf
Diário Nº 07A (13 - 02 -2017) - Extra,13/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1497/arquivos/pub30102018160354.pdf
Diário Nº 07B (16 - 02 -2017) - Extra,16/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1498/arquivos/pub30102018160439.pdf
Diário Nº 05 (27 - 01 -2017),27/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1488/arquivos/pub25102018110829.pdf
Diário Nº 05A (30 - 01 -2017) - Extra,30/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1489/arquivos/pub25102018120103.pdf
Diário Nº 05B (31 - 01 -2017) - Extra,31/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1490/arquivos/pub25102018120206.pdf
Diário Nº 06 (03 - 02 -2017),03/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1492/arquivos/pub30102018155923.pdf
Diário Nº 06A (06 - 02 -2017) - Extra,06/02/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1493/arquivos/pub30102018160039.pdf
Diário Nº 04 (20 - 01 -2017),20/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1483/arquivos/pub25102018102204.pdf
Diário Nº 04A (23 - 01 -2017) - Extra,23/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1484/arquivos/pub25102018102702.pdf
Diário Nº 04B (24 - 01 -2017) - Extra,24/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1485/arquivos/pub25102018103114.pdf
Diário Nº 04C (25 - 01 -2017) - Extra,25/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1486/arquivos/pub25102018103206.pdf
Diário Nº 04D (26 - 01 -2017) - Extra,26/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1487/arquivos/pub25102018103423.pdf
Diário Nº 02A (10 - 01 -2017) - Extra,10/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1478/arquivos/pub25102018101621.pdf
Diário Nº 02B (12 - 01 -2017) - Extra,12/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1479/arquivos/pub25102018101726.pdf
Diário Nº 03 (13 - 01 -2017),13/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1480/arquivos/pub25102018101908.pdf
Diário Nº 03A (16 - 01 -2017) - Extra,16/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1481/arquivos/pub25102018102000.pdf
Diário Nº 03B (17 - 01 - 2017) - Extra,17/01/2017 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1482/arquivos/pub25102018102107.pdf
Diário Nº 52B (29 - 12 -2016) - Extra,29/12/2016 às 00:00,https://www.remigio.pb.gov.br/storage/content/publicacoes/diario-oficial/1916/arquivos/pub06122018083435.pdf
